slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
sovereign-wealth-funds,All-Party Parliamentary Group on Sovereign Wealth Funds,"To highlight the role of sovereign wealth funds in global economies, to engage with sovereign wealth funds and to help drive foreign investment into the UK.","Economy, Business & Industry|Finance, Markets & Consumer Affairs|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/sovereign-wealth-funds.htm,,None,Mark Garnier MP,2025-06-10 00:00:00
space,All-Party Parliamentary Group for Space,"To raise awareness in Parliament of the importance and opportunities of space based capabilities to the UK economy, policy making, society and the space community; to highlight and promote the benefits from the UK's investment in space and its leading role within the global space economy.","Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/space.htm,ADS Group acts as the group's secretariat.https://www.adsgroup.org.uk/,https://www.ukspace.org/appg-for-space/,Mark Garnier MP,2025-10-29 00:00:00
spain,All-Party Parliamentary Group on Spain,"To promote good relations between the parliaments, businesses, and peoples of the UK and Spain.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/spain.htm,,None,Tim Roca MP,2025-02-27 00:00:00
special-educational-needs-and-disabilities,All-Party Parliamentary Group for Special Educational Needs and Disabilities,"To champion the rights and futures of children and young people with SEND (Special Educational Needs and Disabilities), working collaboratively with stakeholders across, health, education, local authorities, carers, parents and young people themselves, to make recommendations to improve SEND provisions and outcomes.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260112/special-educational-needs-and-disabilities.htm,NAHT acts as the group's secretariat.https://www.naht.org.uk/,https://www.naht.org.uk/about-us/organisations-we-support/all-party-parliamentary-group-on-send,Olivia Blake MP,2024-10-16 00:00:00
speech-and-language-difficulties,All-Party Parliamentary Group on Speech and Language Difficulties,To make parliament aware that the ability to communicate is a crucial life skill for all; to increase awareness about the impact communication difficulties have on other people's lives; to highlight the importance of early identification and intervention; and to press for increased provision of speech and language therapy.,"Health, Medicine & Public Health|Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/251201/speech-and-language-difficulties.htm,Royal College of Speech and Language Therapists acts as the group's secretariat.http://www.rcslt.org/,None,None,2025-03-12 00:00:00
spinal-cord-injury,All-Party Parliamentary Group on Spinal Cord Injury,"To address medical, care, treatment, and broader issues faced by people with spinal cord injuries.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/spinal-cord-injury.htm,Spinal Injuries Association acts as the group's secretariat.https://www.spinal.co.uk/,https://spinal.co.uk/campaigns/our-campaigns/all-party-parliamentary-group/,Andy McDonald MP,2025-11-24 00:00:00
sport-and-physical-activity,All-Party Parliamentary Group for Sport and Physical Activity,"To be the central, constructive, cross-party voice for sport in parliament and to promote the wider health, economic and societal benefits of sport and physical activity in the UK.","Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/sport-and-physical-activity.htm,Sport and Recreation Alliance acts as the group's secretariat.https://sportandrecreation.org.uk/,None,Rachel Taylor MP,2025-12-09 00:00:00
sport-and-physical-activity-in-the-criminal-justice-system,All-Party Parliamentary Group on Sport and Physical Activity in the Criminal Justice System,"To serve as the central, constructive, cross-party voice in parliament that promotes sport-based interventions and physical activity as effective tools for the diversion and prevention of crime and the rehabilitation of people involved with the Criminal Justice System.","Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/sport-and-physical-activity-in-the-criminal-justice-system.htm,Alliance of Sport in Criminal Justice acts as the group's secretariat.https://allianceofsport.org/,https://allianceofsport.org/our-work-article/the-all-party-parliamentary-group-appg-on-sport-and-physical-activity-in-the-criminal-justice-system/,Clive Efford MP,2025-03-17 00:00:00
sri-lanka,All-Party Parliamentary Group on Sri Lanka,To further Anglo-Sri Lankan relations.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/sri-lanka.htm,,None,Mr Andrew Snowden MP,2025-06-30 00:00:00
state-pension-inequality-for-women,All-Party Parliamentary Group on State Pension Inequality for Women,To provide a cross-party forum in which to hold the government to account on the issue of transitional arrangements to compensate 1950's-born women who are affected by changes to the state pension age and to campaign on issues around the state pension age.,"Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/state-pension-inequality-for-women.htm,,https://rebeccalongbailey.com/spifwlist/,Rebecca Long Bailey MP,2025-11-17 00:00:00
steel-and-metals-related-industries,All-Party Parliamentary Group for Steel and Metals-Related Industries,"To ensure a fair deal for the UK steel and metal related industries by liaising with and lobbying the government, to raise the profile of cultural, environmental and social issues in the industry and its communities, and to research and develop policies which will promote thriving steel and cast metal industries in the UK.","Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/steel-and-metals-related-industries.htm,UK Steel acts as the group's secretariat.https://www.uksteel.org/,None,Luke Myer MP,2025-11-12 00:00:00
stem-cell-transplantation-and-advanced-cellular-therapies,All-Party Parliamentary Group on Stem Cell Transplantation and Advanced Cellular Therapies,To inform parliamentarians about the use of stem cell transplantation and advanced cellular and gene therapies in saving lives; to facilitate scrutiny of equitable access to and outcomes from stem cell transplantation and advanced cellular and gene therapies; and to promote the expansion of stem cell donation in the UK.,"Health, Medicine & Public Health|Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/stem-cell-transplantation-and-advanced-cellular-therapies.htm,Anthony Nolan acts as the group's secretariat.https://www.anthonynolan.org/,https://www.anthonynolan.org/what-we-do/our-work/influencing-change/appg-stem-cell-transplantation-starting-vital-conversations,Mr Clive Betts MP,2024-11-05 00:00:00
students,All-Party Parliamentary Group on Students,"To bring HE and FE (higher and further education) students’ issues to Westminster, connecting students’ unions, students and decision-makers to better understand student life today.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/students.htm,National Union of Students UK acts as the group's secretariat.https://www.nus.org.uk/,None,Abtisam Mohamed MP,2025-12-15 00:00:00
sudan-and-south-sudan,All-Party Parliamentary Group for Sudan and South Sudan,"To influence the UK government's policy and practice by promoting the cause of peace, human rights, justice and development for all the people of Sudan and South Sudan across the political spectrum in Westminster and Whitehall.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/sudan-and-south-sudan.htm,,https://appgsudan.uk/,Anneliese Dodds MP,2024-10-23 00:00:00
suicide-and-self-harm-prevention,All-Party Parliamentary Group on Suicide and Self-Harm Prevention,"To build discussion, debate and support for action on suicide and self-harm prevention within Parliament.","Health, Medicine & Public Health|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/suicide-and-self-harm-prevention.htm,Samaritans acts as the group's secretariat.https://www.samaritans.org/,https://www.samaritans.org/about-samaritans/research-policy/appg/,Liz Twist MP,2025-11-19 00:00:00
survivors-of-fayed-and-harrods,All-Party Parliamentary Group for the Survivors of Fayed and Harrods,To work towards a resolution for the survivors of Mohamed Fayed and Harrods.,Other,https://publications.parliament.uk/pa/cm/cmallparty/260223/survivors-of-fayed-and-harrods.htm,,None,Dave Robertson MP,2025-10-20 00:00:00
sustainable-finance,All-Party Parliamentary Group on Sustainable Finance,"The APPG’s aim is to develop and advocate for policies which promote environmentally responsible financial practices while ensuring economic stability. Its focus is not only on driving long-term investment in sustainability but also on fostering a financial system that is transparent and accountable. We are non-partisan and work to build consensus across the political spectrum to create a greener, more equitable future.","Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/sustainable-finance.htm,Athena Foundation acts as the group's secretariat.https://www.theathenafoundation.org/,https://appgsusfin.org/,Noah Law MP,2025-12-03 00:00:00
sustainable-flood-and-drought-management,All-Party Parliamentary Group for Sustainable Flood and Drought Management,"Provides a forum for parliamentarians and interested stakeholders to discuss water level and flood risk management. With a particular interest in catchment management, sustainable drainage and water resource management, better partnership working, and the maintenance of existing flood and drought related assets.","Environment, Climate & Sustainability|Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/sustainable-flood-and-drought-management.htm,Association of Drainage Authorities acts as the group's secretariat.https://www.ada.org.uk/,https://www.ada.org.uk/events/appg/,Lee Pitcher MP,2026-02-04 00:00:00
